number,name,type,height,weight,ThumbnailImage
421,Cherrim,['grass'],20.0,20.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png
421,Cherrim,['grass'],20.0,20.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png
422,Shellos,['water'],12.0,13.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png
422,Shellos,['water'],12.0,13.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png
423,Gastrodon,"['water', 'ground']",35.0,65.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png
423,Gastrodon,"['water', 'ground']",35.0,65.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png
424,Ambipom,['normal'],47.0,44.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/424.png
425,Drifloon,"['ghost', 'flying']",16.0,2.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/425.png
426,Drifblim,"['ghost', 'flying']",47.0,33.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/426.png
427,Buneary,['normal'],16.0,12.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/427.png
428,Lopunny,"['normal', 'fighting']",51.0,62.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png
428,Lopunny,['normal'],47.0,73.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png
429,Mismagius,['ghost'],35.0,9.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/429.png
430,Honchkrow,"['dark', 'flying']",35.0,60.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/430.png
431,Glameow,['normal'],20.0,8.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/431.png
432,Purugly,['normal'],39.0,96.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/432.png
433,Chingling,['psychic'],8.0,1.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/433.png
434,Stunky,"['poison', 'dark']",16.0,42.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/434.png
435,Skuntank,"['poison', 'dark']",39.0,83.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/435.png
436,Bronzor,"['steel', 'psychic']",20.0,133.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/436.png
437,Bronzong,"['steel', 'psychic']",51.0,412.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/437.png
438,Bonsly,['rock'],20.0,33.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/438.png
439,Mime Jr.,"['psychic', 'fairy']",24.0,28.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/439.png
440,Happiny,['normal'],24.0,53.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/440.png
441,Chatot,"['normal', 'flying']",20.0,4.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/441.png
442,Spiritomb,"['ghost', 'dark']",39.0,238.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/442.png
443,Gible,"['dragon', 'ground']",28.0,45.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/443.png
444,Gabite,"['dragon', 'ground']",55.0,123.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/444.png
445,Garchomp,"['dragon', 'ground']",75.0,209.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png
445,Garchomp,"['dragon', 'ground']",75.0,209.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png
446,Munchlax,['normal'],24.0,231.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/446.png
447,Riolu,['fighting'],28.0,44.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/447.png
448,Lucario,"['fighting', 'steel']",51.0,126.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png
448,Lucario,"['fighting', 'steel']",47.0,119.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png
449,Hippopotas,['ground'],31.0,109.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/449.png
450,Hippowdon,['ground'],79.0,661.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/450.png
451,Skorupi,"['poison', 'bug']",31.0,26.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/451.png
452,Drapion,"['poison', 'dark']",51.0,135.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/452.png
453,Croagunk,"['poison', 'fighting']",28.0,50.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/453.png
454,Toxicroak,"['poison', 'fighting']",51.0,97.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/454.png
455,Carnivine,['grass'],55.0,59.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/455.png
456,Finneon,['water'],16.0,15.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/456.png
457,Lumineon,['water'],47.0,52.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/457.png
458,Mantyke,"['water', 'flying']",39.0,143.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/458.png
459,Snover,"['grass', 'ice']",39.0,111.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/459.png
460,Abomasnow,"['grass', 'ice']",106.0,407.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png
460,Abomasnow,"['grass', 'ice']",87.0,298.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png
461,Weavile,"['dark', 'ice']",43.0,75.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/461.png
462,Magnezone,"['electric', 'steel']",47.0,396.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/462.png
463,Lickilicky,['normal'],67.0,308.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/463.png
464,Rhyperior,"['ground', 'rock']",94.0,623.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/464.png
465,Tangrowth,['grass'],79.0,283.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/465.png
466,Electivire,['electric'],71.0,305.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/466.png
467,Magmortar,['fire'],63.0,149.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/467.png
468,Togekiss,"['fairy', 'flying']",59.0,83.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/468.png
469,Yanmega,"['bug', 'flying']",75.0,113.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/469.png
470,Leafeon,['grass'],39.0,56.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/470.png
471,Glaceon,['ice'],31.0,57.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/471.png
472,Gliscor,"['ground', 'flying']",79.0,93.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/472.png
473,Mamoswine,"['ice', 'ground']",98.0,641.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/473.png
474,Porygon-Z,['normal'],35.0,75.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/474.png
475,Gallade,"['psychic', 'fighting']",63.0,124.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png
475,Gallade,"['psychic', 'fighting']",63.0,114.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png
476,Probopass,"['rock', 'steel']",55.0,749.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/476.png
477,Dusknoir,['ghost'],87.0,235.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/477.png
478,Froslass,"['ice', 'ghost']",51.0,58.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/478.png
479,Rotom,"['electric', 'grass']",12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
479,Rotom,"['electric', 'flying']",12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
479,Rotom,"['electric', 'ice']",12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
479,Rotom,"['electric', 'water']",12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
479,Rotom,"['electric', 'fire']",12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
479,Rotom,"['electric', 'ghost']",12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
480,Uxie,['psychic'],12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/480.png
481,Mesprit,['psychic'],12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/481.png
482,Azelf,['psychic'],12.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/482.png
483,Dialga,"['steel', 'dragon']",213.0,1505.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/483.png
484,Palkia,"['water', 'dragon']",165.0,740.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/484.png
485,Heatran,"['fire', 'steel']",67.0,948.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/485.png
486,Regigigas,['normal'],146.0,925.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/486.png
487,Giratina,"['ghost', 'dragon']",272.0,1433.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png
487,Giratina,"['ghost', 'dragon']",177.0,1653.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png
488,Cresselia,['psychic'],59.0,188.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/488.png
489,Phione,['water'],16.0,6.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/489.png
490,Manaphy,['water'],12.0,3.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/490.png
491,Darkrai,['dark'],59.0,111.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/491.png
492,Shaymin,"['grass', 'flying']",16.0,11.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png
492,Shaymin,['grass'],8.0,4.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png
493,Arceus,['fairy'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['dark'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['dragon'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['ice'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['psychic'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['electric'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['grass'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['water'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['fire'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['steel'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['ghost'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['bug'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['rock'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['ground'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['poison'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['flying'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['fighting'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
493,Arceus,['normal'],126.0,705.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
494,Victini,"['psychic', 'fire']",16.0,8.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/494.png
495,Snivy,['grass'],24.0,17.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/495.png
496,Servine,['grass'],31.0,35.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/496.png
497,Serperior,['grass'],130.0,138.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/497.png
498,Tepig,['fire'],20.0,21.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/498.png
499,Pignite,"['fire', 'fighting']",39.0,122.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/499.png
500,Emboar,"['fire', 'fighting']",63.0,330.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/500.png
501,Oshawott,['water'],20.0,13.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/501.png
502,Dewott,['water'],31.0,54.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/502.png
503,Samurott,['water'],59.0,208.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/503.png
504,Patrat,['normal'],20.0,25.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/504.png
505,Watchog,['normal'],43.0,59.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/505.png
506,Lillipup,['normal'],16.0,9.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/506.png
507,Herdier,['normal'],35.0,32.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/507.png
508,Stoutland,['normal'],47.0,134.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/508.png
509,Purrloin,['dark'],16.0,22.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/509.png
510,Liepard,['dark'],43.0,82.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/510.png
511,Pansage,['grass'],24.0,23.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/511.png
512,Simisage,['grass'],43.0,67.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/512.png
513,Pansear,['fire'],24.0,24.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/513.png
514,Simisear,['fire'],39.0,61.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/514.png
515,Panpour,['water'],24.0,29.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/515.png
516,Simipour,['water'],39.0,63.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/516.png
517,Munna,['psychic'],24.0,51.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/517.png
518,Musharna,['psychic'],43.0,133.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/518.png
519,Pidove,"['normal', 'flying']",12.0,4.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/519.png
520,Tranquill,"['normal', 'flying']",24.0,33.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/520.png
521,Unfezant,"['normal', 'flying']",47.0,63.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/521.png
522,Blitzle,['electric'],31.0,65.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/522.png
523,Zebstrika,['electric'],63.0,175.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/523.png
524,Roggenrola,['rock'],16.0,39.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/524.png
525,Boldore,['rock'],35.0,224.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/525.png
526,Gigalith,['rock'],67.0,573.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/526.png
527,Woobat,"['psychic', 'flying']",16.0,4.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/527.png
528,Swoobat,"['psychic', 'flying']",35.0,23.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/528.png
529,Drilbur,['ground'],12.0,18.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/529.png
530,Excadrill,"['ground', 'steel']",28.0,89.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/530.png
531,Audino,"['normal', 'fairy']",59.0,70.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png
531,Audino,['normal'],43.0,68.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png
532,Timburr,['fighting'],24.0,27.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/532.png
533,Gurdurr,['fighting'],47.0,88.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/533.png
534,Conkeldurr,['fighting'],55.0,191.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/534.png
535,Tympole,['water'],20.0,9.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/535.png
536,Palpitoad,"['water', 'ground']",31.0,37.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/536.png
537,Seismitoad,"['water', 'ground']",59.0,136.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/537.png
538,Throh,['fighting'],51.0,122.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/538.png
539,Sawk,['fighting'],55.0,112.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/539.png
540,Sewaddle,"['bug', 'grass']",12.0,5.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/540.png
541,Swadloon,"['bug', 'grass']",20.0,16.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/541.png
542,Leavanny,"['bug', 'grass']",47.0,45.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/542.png
543,Venipede,"['bug', 'poison']",16.0,11.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/543.png
544,Whirlipede,"['bug', 'poison']",47.0,129.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/544.png
545,Scolipede,"['bug', 'poison']",98.0,442.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/545.png
546,Cottonee,"['grass', 'fairy']",12.0,1.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png
547,Whimsicott,"['grass', 'fairy']",28.0,14.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png
548,Petilil,['grass'],20.0,14.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/548.png
549,Lilligant,['grass'],43.0,35.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/549.png
550,Basculin,['water'],39.0,39.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png
550,Basculin,['water'],39.0,39.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png
551,Sandile,"['ground', 'dark']",28.0,33.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/551.png
552,Krokorok,"['ground', 'dark']",39.0,73.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/552.png
553,Krookodile,"['ground', 'dark']",59.0,212.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/553.png
554,Darumaka,['fire'],24.0,82.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/554.png
555,Darmanitan,"['fire', 'psychic']",51.0,204.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/555.png
555,Darmanitan,['fire'],51.0,204.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/555.png
556,Maractus,['grass'],39.0,61.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/556.png
557,Dwebble,"['bug', 'rock']",12.0,32.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/557.png
558,Crustle,"['bug', 'rock']",55.0,440.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/558.png
559,Scraggy,"['dark', 'fighting']",24.0,26.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/559.png
560,Scrafty,"['dark', 'fighting']",43.0,66.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/560.png
561,Sigilyph,"['psychic', 'flying']",55.0,30.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/561.png
562,Yamask,['ghost'],20.0,3.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/562.png
563,Cofagrigus,['ghost'],67.0,168.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/563.png
564,Tirtouga,"['water', 'rock']",28.0,36.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/564.png
565,Carracosta,"['water', 'rock']",47.0,178.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/565.png
566,Archen,"['rock', 'flying']",20.0,20.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/566.png
567,Archeops,"['rock', 'flying']",55.0,70.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/567.png
568,Trubbish,['poison'],24.0,68.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/568.png
569,Garbodor,['poison'],75.0,236.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/569.png
570,Zorua,['dark'],28.0,27.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/570.png
571,Zoroark,['dark'],63.0,178.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/571.png
572,Minccino,['normal'],16.0,12.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/572.png
573,Cinccino,['normal'],20.0,16.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/573.png
574,Gothita,['psychic'],16.0,12.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/574.png
575,Gothorita,['psychic'],28.0,39.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/575.png
576,Gothitelle,['psychic'],59.0,97.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/576.png
577,Solosis ,['psychic'],12.0,2.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/577.png
578,Duosion,['psychic'],24.0,17.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/578.png
579,Reuniclus,['psychic'],39.0,44.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/579.png
580,Ducklett,"['water', 'flying']",20.0,12.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/580.png
581,Swanna,"['water', 'flying']",51.0,53.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/581.png
582,Vanillite,['ice'],16.0,12.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/582.png
583,Vanillish,['ice'],43.0,90.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/583.png
584,Vanilluxe,['ice'],51.0,126.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/584.png
585,Deerling,"['normal', 'grass']",24.0,43.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png
585,Deerling,"['normal', 'grass']",24.0,43.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png
585,Deerling,"['normal', 'grass']",24.0,43.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png
585,Deerling,"['normal', 'grass']",24.0,43.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png
586,Sawsbuck,"['normal', 'grass']",75.0,203.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png
586,Sawsbuck,"['normal', 'grass']",75.0,203.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png
586,Sawsbuck,"['normal', 'grass']",75.0,203.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png
586,Sawsbuck,"['normal', 'grass']",75.0,203.9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png
587,Emolga,"['electric', 'flying']",16.0,11.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/587.png
588,Karrablast,['bug'],20.0,13.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/588.png
589,Escavalier,"['bug', 'steel']",39.0,72.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/589.png
590,Foongus,"['grass', 'poison']",8.0,2.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/590.png
591,Amoonguss,"['grass', 'poison']",24.0,23.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/591.png
592,Frillish,"['water', 'ghost']",47.0,72.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/592.png
593,Jellicent,"['water', 'ghost']",87.0,297.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/593.png
594,Alomomola,['water'],47.0,69.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/594.png
595,Joltik,"['bug', 'electric']",4.0,1.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/595.png
596,Galvantula,"['bug', 'electric']",31.0,31.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/596.png
597,Ferroseed,"['grass', 'steel']",24.0,41.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/597.png
598,Ferrothorn,"['grass', 'steel']",39.0,242.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/598.png
599,Klink,['steel'],12.0,46.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/599.png
600,Klang,['steel'],24.0,112.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/600.png
601,Klinklang,['steel'],24.0,178.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/601.png
602,Tynamo,['electric'],8.0,0.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/602.png
603,Eelektrik,['electric'],47.0,48.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/603.png
604,Eelektross,['electric'],83.0,177.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/604.png
605,Elgyem,['psychic'],20.0,19.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/605.png
606,Beheeyem,['psychic'],39.0,76.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/606.png
607,Litwick,"['ghost', 'fire']",12.0,6.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/607.png
608,Lampent,"['ghost', 'fire']",24.0,28.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/608.png
609,Chandelure,"['ghost', 'fire']",39.0,75.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/609.png
610,Axew,['dragon'],24.0,39.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/610.png
611,Fraxure,['dragon'],39.0,79.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/611.png
612,Haxorus,['dragon'],71.0,232.6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/612.png
613,Cubchoo,['ice'],20.0,18.7,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/613.png
614,Beartic,['ice'],102.0,573.2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/614.png
615,Cryogonal,['ice'],43.0,326.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/615.png
616,Shelmet,['bug'],16.0,17.0,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/616.png
617,Accelgor,['bug'],31.0,55.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/617.png
618,Stunfisk,"['ground', 'electric']",28.0,24.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/618.png
619,Mienfoo,['fighting'],35.0,44.1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/619.png
620,Mienshao,['fighting'],55.0,78.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/620.png
621,Druddigon,['dragon'],63.0,306.4,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/621.png
622,Golett,"['ground', 'ghost']",39.0,202.8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/622.png
623,Golurk,"['ground', 'ghost']",110.0,727.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/623.png
624,Pawniard,"['dark', 'steel']",20.0,22.5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/624.png
625,Bisharp,"['dark', 'steel']",63.0,154.3,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/625.png
